Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-oss-20b-high,340.0,5,340.0,100.0,100.0,Gold,13,95.16129032258064,1,68.0
gpt-oss-120b-high,340.0,5,340.0,80.27,80.0,Gold,13,95.16129032258064,2,68.0
gpt-5,340.0,5,340.0,80.14,80.0,Gold,13,95.16129032258064,3,68.0
grok-4-fast-reasoning,340.0,5,340.0,80.41,80.0,Gold,13,95.16129032258064,4,68.0
gpt-oss-120b_sp4,340.0,5,340.0,80.14,80.0,Gold,13,95.16129032258064,5,68.0
gpt-oss-120b_sp2,340.0,5,340.0,80.27,80.0,Gold,13,95.16129032258064,6,68.0
gpt-oss-120b_sp3,340.0,5,340.0,80.27,80.0,Gold,13,95.16129032258064,7,68.0
gpt-oss-120b_sp1,340.0,5,340.0,80.27,80.0,Gold,13,95.16129032258064,8,68.0
gpt-oss-120b-medium,340.0,5,340.0,80.27,80.0,Gold,13,95.16129032258064,5,68.0
gpt-oss-20b-medium,340.0,5,340.0,80.14,80.0,Gold,13,95.16129032258064,4,68.0
gpt-o3-mini-high,340.0,5,340.0,80.14,80.0,Gold,13,95.16129032258064,6,68.0
gemini-2.5-pro,340.0,5,340.0,80.41,80.0,Gold,13,95.16129032258064,7,68.0
claude-sonnet-4.5,274.0,5,274.0,73.84,40.0,Silver,24,90.7258064516129,13,54.8
seed-oss_8192,230.0,5,230.0,60.14,60.0,Silver,41,83.87096774193549,8,46.0
Qwen3-32B,230.0,5,230.0,60.14,60.0,Silver,41,83.87096774193549,10,46.0
seed-oss_-1,230.0,5,230.0,60.32,60.0,Silver,41,83.87096774193549,9,46.0
deepseek-reasoner,230.0,5,230.0,60.14,60.0,Silver,41,83.87096774193549,11,46.0
DeepSeek-R1-Distill-Llama-70B,230.0,5,230.0,60.14,60.0,Silver,41,83.87096774193549,13,46.0
Qwen3-30B,230.0,5,230.0,60.32,60.0,Silver,41,83.87096774193549,12,46.0
gpt-oss-120b-low,204.0,5,204.0,54.07,40.0,Bronze,67,73.38709677419355,14,40.8
gemini-2.5-flash,187.0,5,187.0,50.59,40.0,Bronze,81,67.74193548387096,15,37.4
gpt-4.1,187.0,5,187.0,50.46,40.0,Bronze,81,67.74193548387096,16,37.4
OpenCodeReasoning-Nemotron-32B-IOI,177.0,5,177.0,44.16,40.0,Bronze,83,66.93548387096774,23,35.4
Qwen3-4B,177.0,5,177.0,44.51,40.0,Bronze,83,66.93548387096774,17,35.4
seed-oss_0,160.0,5,160.0,40.14,40.0,Bronze,94,62.5,19,32.0
seed-oss_4096,160.0,5,160.0,40.14,40.0,Bronze,94,62.5,20,32.0
QwQ-32B,160.0,5,160.0,40.32,40.0,Bronze,94,62.5,21,32.0
