Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-5,450.0,5,450.0,100.0,100.0,Gold,1,100.0,1,90.0
gpt-oss-20b-high,450.0,5,450.0,100.0,100.0,Gold,1,100.0,2,90.0
grok-4-fast-reasoning,450.0,5,450.0,100.0,100.0,Gold,1,100.0,3,90.0
gpt-oss-120b-high,405.0,5,405.0,94.47,80.0,Gold,1,100.0,3,81.0
gpt-oss-120b_sp4,405.0,5,405.0,94.47,80.0,Gold,1,100.0,5,81.0
gpt-oss-120b-medium,350.0,5,350.0,88.51,80.0,Gold,1,100.0,4,70.0
gpt-oss-120b_sp2,350.0,5,350.0,88.51,80.0,Gold,1,100.0,7,70.0
gpt-oss-120b_sp1,350.0,5,350.0,88.51,80.0,Gold,1,100.0,8,70.0
gemini-2.5-pro,350.0,5,350.0,88.51,80.0,Gold,1,100.0,5,70.0
gpt-oss-20b-medium,330.0,5,330.0,80.85,80.0,Gold,1,100.0,6,66.0
gemini-2.5-flash,330.0,5,330.0,81.7,80.0,Gold,1,100.0,7,66.0
gpt-oss-120b_sp3,330.0,5,330.0,81.7,80.0,Gold,1,100.0,12,66.0
gpt-oss-20b-low,330.0,5,330.0,81.7,80.0,Gold,1,100.0,9,66.0
gpt-o3-mini-high,330.0,5,330.0,81.7,80.0,Gold,1,100.0,8,66.0
gpt-4.1,285.0,5,285.0,76.83,60.0,Silver,21,91.52542372881356,13,57.0
gpt-oss-120b-low,330.0,5,330.0,80.85,80.0,Gold,1,100.0,10,66.0
seed-oss_-1,324.0,5,324.0,84.44,60.0,Silver,21,91.52542372881356,11,64.8
deepseek-chat,318.0,5,318.0,81.84,60.0,Silver,21,91.52542372881356,12,63.6
seed-oss_8192,251.0,5,251.0,64.44,40.0,Silver,37,84.7457627118644,14,50.2
seed-oss_16384,245.0,5,245.0,73.07,60.0,Silver,37,84.7457627118644,15,49.0
claude-sonnet-4.5,245.0,5,245.0,74.06,60.0,Silver,37,84.7457627118644,21,49.0
deepseek-reasoner,235.0,5,235.0,63.36,40.0,Silver,44,81.77966101694915,16,47.0
OpenCodeReasoning-Nemotron-32B-IOI,230.0,5,230.0,68.51,60.0,Silver,44,81.77966101694915,23,46.0
Qwen3-32B,225.0,5,225.0,68.1,60.0,Silver,44,81.77966101694915,17,45.0
Qwen3-30B,225.0,5,225.0,67.25,60.0,Silver,44,81.77966101694915,18,45.0
