Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,300.0,3,300.0,100.0,100.0,Gold,1,100.0,1,100.0
gpt-5,300.0,3,300.0,100.0,100.0,Gold,1,100.0,3,100.0
gpt-oss-120b-high,300.0,3,300.0,100.0,100.0,Gold,1,100.0,2,100.0
gpt-oss-120b_sp3,300.0,3,300.0,100.0,100.0,Gold,1,100.0,4,100.0
gpt-oss-120b_sp2,267.0,3,267.0,80.39,66.67,Gold,1,100.0,5,89.0
grok-4-fast-reasoning,225.0,3,225.0,87.15,66.67,Gold,4,95.16129032258064,6,75.0
gemini-2.5-flash,225.0,3,225.0,87.15,66.67,Gold,4,95.16129032258064,4,75.0
gpt-oss-120b-medium,200.0,3,200.0,75.34,66.67,Silver,8,88.70967741935483,5,66.67
seed-oss_-1,200.0,3,200.0,67.03,66.67,Silver,8,88.70967741935483,6,66.67
gpt-o3-mini-high,192.0,3,192.0,67.54,33.33,Silver,8,88.70967741935483,7,64.0
claude-sonnet-4.5,172.0,3,172.0,70.7,33.33,Silver,11,83.87096774193549,11,57.33
gpt-oss-20b-high,167.0,3,167.0,48.13,33.33,Silver,14,79.03225806451613,8,55.67
gpt-oss-120b_sp1,167.0,3,167.0,55.73,33.33,Silver,14,79.03225806451613,13,55.67
gpt-oss-120b_sp4,167.0,3,167.0,55.73,33.33,Silver,14,79.03225806451613,14,55.67
Qwen3-32B,150.0,3,150.0,66.59,33.33,Silver,15,77.41935483870968,9,50.0
Qwen3-14B,125.0,3,125.0,57.45,33.33,Bronze,18,72.58064516129032,11,41.67
Qwen3-30B,125.0,3,125.0,47.85,33.33,Bronze,18,72.58064516129032,10,41.67
deepseek-reasoner,122.0,3,122.0,50.65,33.33,Bronze,19,70.96774193548387,12,40.67
QwQ-32B,122.0,3,122.0,49.58,33.33,Bronze,19,70.96774193548387,13,40.67
gpt-4.1,116.0,3,116.0,54.1,0.0,Bronze,20,69.35483870967742,14,38.67
gpt-oss-20b-medium,100.0,3,100.0,33.33,33.33,Bronze,21,67.74193548387096,15,33.33
seed-oss_8192,100.0,3,100.0,38.36,33.33,Bronze,21,67.74193548387096,16,33.33
seed-oss_4096,100.0,3,100.0,38.36,33.33,Bronze,21,67.74193548387096,17,33.33
seed-oss_16384,100.0,3,100.0,38.71,33.33,Bronze,21,67.74193548387096,19,33.33
gpt-oss-20b-low,100.0,3,100.0,40.15,33.33,Bronze,21,67.74193548387096,20,33.33
DeepSeek-R1-Distill-Llama-70B,100.0,3,100.0,36.95,33.33,Bronze,21,67.74193548387096,18,33.33
deepseek-chat,89.0,3,89.0,43.08,0.0,Bronze,25,61.29032258064516,21,29.67
DeepSeek-R1-Distill-Qwen-14B,67.0,3,67.0,15.55,0.0,Bronze,31,51.61290322580645,22,22.33
OlympicCoder-7B,67.0,3,67.0,20.54,0.0,Bronze,31,51.61290322580645,29,22.33
Qwen3-4B,67.0,3,67.0,15.91,0.0,Bronze,31,51.61290322580645,25,22.33
Qwen3-8B,67.0,3,67.0,20.54,0.0,Bronze,31,51.61290322580645,24,22.33
DeepSeek-R1-Distill-Qwen-32B,67.0,3,67.0,16.27,0.0,Bronze,31,51.61290322580645,23,22.33
Qwen3-32B-Non-Thinking,57.0,3,57.0,36.33,0.0,None,33,48.38709677419355,26,19.0
seed-oss_2048,24.0,3,24.0,12.09,0.0,None,40,37.096774193548384,27,8.0
seed-oss_1024,24.0,3,24.0,12.83,0.0,None,40,37.096774193548384,28,8.0
Qwen3-14B-Non-Thinking,24.0,3,24.0,16.72,0.0,None,40,37.096774193548384,29,8.0
Qwen3-30B-Non-Thinking,24.0,3,24.0,15.71,0.0,None,40,37.096774193548384,30,8.0
Llama-3.3-70B-Instruct,22.0,3,22.0,7.57,0.0,None,40,37.096774193548384,31,7.33
Qwen2.5-Coder-32B-Instruct,9.0,3,9.0,10.94,0.0,None,49,22.580645161290324,32,3.0
DeepSeek-R1-Distill-Qwen-7B,0.0,3,0.0,0.0,0.0,None,49,22.580645161290324,33,0.0
seed-oss_0,0.0,3,0.0,1.83,0.0,None,49,22.580645161290324,34,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,3,0.0,0.0,0.0,None,49,22.580645161290324,35,0.0
Llama-3.1-8B-Instruct,0.0,3,0.0,1.37,0.0,None,49,22.580645161290324,36,0.0
seed-oss_512,0.0,3,0.0,2.32,0.0,None,49,22.580645161290324,37,0.0
Qwen2.5-Coder-14B-Instruct,0.0,3,0.0,2.28,0.0,None,49,22.580645161290324,38,0.0
Codestral-22B-v0.1,0.0,3,0.0,1.83,0.0,None,49,22.580645161290324,39,0.0
gpt-oss-120b-low,0.0,3,0.0,10.96,0.0,None,49,22.580645161290324,40,0.0
Qwen3-8B-Non-Thinking,0.0,3,0.0,6.6,0.0,None,49,22.580645161290324,41,0.0
Qwen3-4B-Non-Thinking,0.0,3,0.0,3.2,0.0,None,49,22.580645161290324,42,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,3,0.0,1.37,0.0,None,49,22.580645161290324,43,0.0
Llama-4-Scout,0.0,3,0.0,3.69,0.0,None,49,22.580645161290324,44,0.0
Mistral-Large-Instruct-2411,0.0,3,0.0,2.64,0.0,None,49,22.580645161290324,45,0.0
Mistral-Small-3.1-24B-2503,0.0,3,0.0,1.27,0.0,None,49,22.580645161290324,47,0.0
Qwen2.5-72B,0.0,3,0.0,5.38,0.0,None,49,22.580645161290324,46,0.0
