Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-5,140.0,2,140.0,49.4,33.33,Silver,13,86.95652173913044,1,70.0
grok-4-fast-reasoning,110.0,2,110.0,66.07,50.0,Bronze,28,70.65217391304348,2,55.0
gpt-oss-120b_sp3,105.0,2,105.0,39.29,33.33,Bronze,45,52.17391304347826,3,52.5
gpt-oss-120b-medium,105.0,2,105.0,39.29,33.33,Bronze,45,52.17391304347826,3,52.5
gpt-oss-20b-medium,105.0,2,105.0,39.29,33.33,Bronze,45,52.17391304347826,2,52.5
gpt-oss-120b_sp1,105.0,2,105.0,39.29,33.33,Bronze,45,52.17391304347826,6,52.5
seed-oss_16384,105.0,2,105.0,39.29,33.33,Bronze,45,52.17391304347826,6,52.5
gpt-oss-120b-high,105.0,2,105.0,39.29,33.33,Bronze,45,52.17391304347826,4,52.5
gpt-oss-120b-low,105.0,2,105.0,39.29,33.33,Bronze,45,52.17391304347826,5,52.5
gpt-o3-mini-high,105.0,2,105.0,41.07,33.33,Bronze,45,52.17391304347826,7,52.5
gemini-2.5-pro,105.0,2,105.0,42.86,33.33,Bronze,45,52.17391304347826,8,52.5
gpt-oss-120b_sp4,105.0,2,105.0,39.29,33.33,Bronze,45,52.17391304347826,12,52.5
gpt-oss-20b-high,100.0,2,100.0,33.33,33.33,None,74,20.652173913043477,9,50.0
gpt-oss-120b_sp2,100.0,2,100.0,33.93,33.33,None,74,20.652173913043477,14,50.0
claude-sonnet-4.5,65.0,2,65.0,47.32,0.0,None,92,1.0869565217391304,15,32.5
DeepSeek-R1-Distill-Llama-70B,50.0,2,50.0,22.62,0.0,None,93,0.0,10,25.0
claude-haiku-4.5,35.0,2,35.0,28.57,0.0,None,93,0.0,17,17.5
Qwen3-32B,33.0,2,33.0,14.81,0.0,None,93,0.0,11,16.5
gpt-4.1,19.0,2,19.0,10.12,0.0,None,93,0.0,12,9.5
Qwen3-8B,19.0,2,19.0,10.12,0.0,None,93,0.0,13,9.5
Qwen3-14B,19.0,2,19.0,10.12,0.0,None,93,0.0,14,9.5
seed-oss_8192,5.0,2,5.0,5.95,0.0,None,93,0.0,15,2.5
DeepSeek-R1-Distill-Qwen-14B,5.0,2,5.0,5.95,0.0,None,93,0.0,18,2.5
DeepSeek-R1-Distill-Qwen-32B,5.0,2,5.0,5.95,0.0,None,93,0.0,19,2.5
Qwen3-30B-Non-Thinking,5.0,2,5.0,5.95,0.0,None,93,0.0,20,2.5
deepseek-chat,5.0,2,5.0,5.95,0.0,None,93,0.0,17,2.5
seed-oss_-1,5.0,2,5.0,5.95,0.0,None,93,0.0,16,2.5
Qwen2.5-72B,5.0,2,5.0,5.95,0.0,None,93,0.0,24,2.5
Qwen3-30B,5.0,2,5.0,5.95,0.0,None,93,0.0,23,2.5
Qwen3-32B-Non-Thinking,5.0,2,5.0,5.95,0.0,None,93,0.0,21,2.5
Llama-4-Scout,5.0,2,5.0,5.95,0.0,None,93,0.0,22,2.5
deepseek-reasoner,0.0,2,0.0,0.0,0.0,None,93,0.0,29,0.0
Qwen3-14B-Non-Thinking,5.0,2,5.0,7.74,0.0,None,93,0.0,25,2.5
Mistral-Large-Instruct-2411,5.0,2,5.0,5.95,0.0,None,93,0.0,26,2.5
Llama-3.1-8B-Instruct,5.0,2,5.0,5.95,0.0,None,93,0.0,27,2.5
Qwen3-4B,5.0,2,5.0,5.95,0.0,None,93,0.0,28,2.5
Qwen3-8B-Non-Thinking,0.0,2,0.0,0.0,0.0,None,93,0.0,30,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,2,0.0,0.0,0.0,None,93,0.0,31,0.0
QwQ-32B,0.0,2,0.0,0.0,0.0,None,93,0.0,32,0.0
Codestral-22B-v0.1,0.0,2,0.0,0.0,0.0,None,93,0.0,33,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,2,0.0,0.0,0.0,None,93,0.0,34,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,2,0.0,0.0,0.0,None,93,0.0,35,0.0
Qwen3-4B-Non-Thinking,0.0,2,0.0,0.0,0.0,None,93,0.0,36,0.0
Qwen2.5-Coder-7B-Instruct,0.0,2,0.0,0.0,0.0,None,93,0.0,37,0.0
Qwen2.5-Coder-32B-Instruct,0.0,2,0.0,0.0,0.0,None,93,0.0,38,0.0
Mistral-Small-3.1-24B-2503,0.0,2,0.0,0.0,0.0,None,93,0.0,39,0.0
gpt-oss-20b-low,0.0,2,0.0,0.0,0.0,None,93,0.0,40,0.0
seed-oss_512,0.0,2,0.0,0.0,0.0,None,93,0.0,41,0.0
seed-oss_4096,0.0,2,0.0,0.0,0.0,None,93,0.0,42,0.0
OpenCodeReasoning-Nemotron-32B-IOI,0.0,2,0.0,0.0,0.0,None,93,0.0,50,0.0
seed-oss_2048,0.0,2,0.0,0.6,0.0,None,93,0.0,43,0.0
seed-oss_0,0.0,2,0.0,0.6,0.0,None,93,0.0,44,0.0
seed-oss_1024,0.0,2,0.0,0.6,0.0,None,93,0.0,45,0.0
OlympicCoder-7B,0.0,2,0.0,0.6,0.0,None,93,0.0,54,0.0
Qwen2.5-Coder-14B-Instruct,0.0,2,0.0,1.56,0.0,None,93,0.0,46,0.0
gemini-2.5-flash,0.0,2,0.0,5.36,0.0,None,93,0.0,47,0.0
Llama-3.3-70B-Instruct,0.0,2,0.0,0.6,0.0,None,93,0.0,48,0.0
