Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
grok-4-fast-reasoning,429.0,11,429.0,67.56,27.27,Bronze,187,67.48251748251748,1,39.0
gpt-5,491.0,11,491.0,60.09,33.33,Bronze,174,69.75524475524476,1,44.64
gpt-oss-120b-high,370.0,11,370.0,48.79,25.0,Bronze,223,61.18881118881119,2,33.64
gpt-oss-120b_sp4,348.0,11,348.0,47.25,16.67,Bronze,232,59.61538461538461,4,31.64
gemini-2.5-pro,351.0,11,351.0,53.52,16.67,Bronze,231,59.79020979020979,3,31.91
gpt-o3-mini-high,278.0,11,278.0,49.9,16.67,Bronze,261,54.54545454545455,5,25.27
gpt-oss-120b-medium,307.0,11,307.0,42.81,25.0,Bronze,243,57.69230769230769,4,27.91
gpt-oss-120b_sp2,260.0,11,260.0,46.25,16.67,Bronze,265,53.84615384615385,8,23.64
gpt-oss-120b_sp1,255.0,11,255.0,40.54,16.67,Bronze,271,52.7972027972028,9,23.18
gpt-oss-20b-medium,239.0,11,239.0,38.33,18.18,Bronze,282,50.87412587412587,6,21.73
gpt-oss-120b-low,220.0,11,220.0,30.69,16.67,None,288,49.82517482517483,7,20.0
gemini-2.5-flash,217.0,11,217.0,48.83,8.33,None,290,49.47552447552447,8,19.73
Qwen3-32B,0.0,11,0.0,0.0,0.0,None,573,0.0,39,0.0
claude-sonnet-4.5,186.0,11,186.0,60.18,0.0,None,354,38.28671328671329,14,16.91
Qwen3-14B,0.0,11,0.0,0.0,0.0,None,573,0.0,40,0.0
gpt-oss-120b_sp3,154.0,11,154.0,33.95,8.33,None,375,34.61538461538461,16,14.0
gpt-oss-20b-high,147.0,11,147.0,45.09,12.5,None,379,33.91608391608391,9,13.36
Qwen3-8B,147.0,11,147.0,31.58,8.33,None,379,33.91608391608391,10,13.36
deepseek-reasoner,129.0,11,129.0,41.34,0.0,None,385,32.86713286713287,11,11.73
seed-oss_4096,122.0,11,122.0,23.46,8.33,None,388,32.34265734265734,12,11.09
Qwen3-32B-Non-Thinking,0.0,11,0.0,0.0,0.0,None,573,0.0,41,0.0
seed-oss_8192,105.0,11,105.0,41.74,0.0,None,410,28.496503496503497,13,9.55
OpenCodeReasoning-Nemotron-32B-IOI,98.0,11,98.0,32.29,0.0,None,449,21.678321678321677,23,8.91
seed-oss_-1,97.0,11,97.0,38.79,0.0,None,450,21.503496503496503,14,8.82
gpt-4.1,91.0,11,91.0,40.61,0.0,None,452,21.153846153846153,15,8.27
QwQ-32B,68.0,11,68.0,29.04,0.0,None,477,16.783216783216783,16,6.18
deepseek-chat,53.0,11,53.0,27.8,0.0,None,495,13.636363636363637,18,4.82
Qwen3-4B,50.0,11,50.0,24.17,0.0,None,495,13.636363636363637,19,4.55
DeepSeek-R1-Distill-Llama-70B,48.0,11,48.0,18.52,0.0,None,497,13.286713286713287,20,4.36
gpt-oss-20b-low,47.0,11,47.0,23.16,0.0,None,497,13.286713286713287,21,4.27
Qwen3-30B,62.0,11,62.0,36.57,0.0,None,480,16.25874125874126,17,5.64
Qwen2.5-Coder-32B-Instruct,46.0,11,46.0,21.77,0.0,None,497,13.286713286713287,22,4.18
seed-oss_16384,29.0,11,29.0,26.31,0.0,None,519,9.44055944055944,23,2.64
DeepSeek-R1-Distill-Qwen-32B,28.0,11,28.0,22.12,0.0,None,519,9.44055944055944,24,2.55
