Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,297.0,5,297.0,78.7,40.0,Silver,49,83.27526132404181,1,59.4
gpt-5,273.0,5,273.0,79.97,40.0,Silver,60,79.44250871080139,2,54.6
gpt-oss-20b-high,257.0,5,257.0,67.62,40.0,Bronze,76,73.86759581881533,3,51.4
gemini-2.5-flash,237.0,5,237.0,56.0,20.0,Bronze,81,72.12543554006969,4,47.4
seed-oss_16384,223.0,5,223.0,71.16,40.0,Bronze,90,68.98954703832753,6,44.6
gpt-oss-120b_sp4,223.0,5,223.0,64.11,40.0,Bronze,90,68.98954703832753,6,44.6
gpt-o3-mini-high,223.0,5,223.0,64.11,40.0,Bronze,90,68.98954703832753,5,44.6
gpt-oss-120b_sp2,207.0,5,207.0,51.76,40.0,Bronze,103,64.45993031358886,8,41.4
gpt-oss-120b_sp3,207.0,5,207.0,51.76,40.0,Bronze,103,64.45993031358886,9,41.4
gpt-oss-120b-medium,207.0,5,207.0,51.76,40.0,Bronze,103,64.45993031358886,9,41.4
QwQ-32B,207.0,5,207.0,51.76,40.0,Bronze,103,64.45993031358886,13,41.4
gpt-oss-120b-low,207.0,5,207.0,51.76,40.0,Bronze,103,64.45993031358886,7,41.4
seed-oss_-1,207.0,5,207.0,58.99,40.0,Bronze,103,64.45993031358886,8,41.4
Qwen3-32B,207.0,5,207.0,53.48,40.0,Bronze,103,64.45993031358886,12,41.4
gpt-oss-120b-high,207.0,5,207.0,60.71,40.0,Bronze,103,64.45993031358886,11,41.4
gpt-oss-20b-medium,207.0,5,207.0,51.76,40.0,Bronze,103,64.45993031358886,10,41.4
gpt-oss-120b_sp1,207.0,5,207.0,53.86,40.0,Bronze,103,64.45993031358886,17,41.4
grok-4-fast-reasoning,188.0,5,188.0,77.31,25.0,None,164,43.20557491289198,18,37.6
deepseek-chat,150.0,5,150.0,40.49,20.0,None,184,36.23693379790941,14,30.0
DeepSeek-R1-Distill-Llama-70B,115.0,5,115.0,38.06,20.0,None,196,32.055749128919864,15,23.0
seed-oss_8192,107.0,5,107.0,32.55,20.0,None,197,31.70731707317073,17,21.4
DeepSeek-R1-Distill-Qwen-32B,107.0,5,107.0,31.76,20.0,None,197,31.70731707317073,16,21.4
deepseek-reasoner,107.0,5,107.0,32.55,20.0,None,197,31.70731707317073,18,21.4
OpenCodeReasoning-Nemotron-32B-IOI,107.0,5,107.0,32.55,20.0,None,197,31.70731707317073,24,21.4
